172	1168996	3937
173	1172933	1897
174	1174830	3980
175	1178810	4392
176	1183202	3481
177	1186683	5493
178	1192176	15790
179	1207966	31763
180	1239729	11792
181	1251521	2812
182	1254333	3531
183	1257864	2190
184	1260054	4104
185	1264158	3567
186	1267725	2478
187	1270203	9566
188	1279769	2618
189	1282387	2923
190	1285310	4140
191	1289450	3555
192	1293005	2893
193	1295898	13616
194	1309514	3383
195	1312897	974
196	1313871	3019
197	1316890	4316
198	1321206	3239
199	1324445	9876
200	1334321	7690
201	1342011	2065
202	1344076	892
203	1344968	2425
204	1347393	1843
205	1349236	2737
206	1351973	3313
207	1355286	2004
208	1357290	2379
209	1359669	1666
210	1361335	2386
211	1363721	1680
212	1365401	1671
213	1367072	1337
214	1368409	5115
215	1373524	1523
216	1375047	3556
217	1378603	2314
218	1380917	1303
219	1382220	3628
220	1385848	2155
221	1388003	4697
222	1392700	287
223	1392987	276
224	1393263	287
225	1393550	300
226	1393850	286
227	1394136	304
228	1394440	86
229	1394526	86
230	1394612	4459
231	1399071	11828
232	1410899	13901
233	1424800	3580
234	1428380	1703
235	1430083	606
236	1430689	13921
237	1444610	13446
238	1458056	7534
239	1465590	29566
240	1495156	11125
241	1506281	3369
242	1509650	7824
243	1517474	5366
244	1522840	11543
245	1534383	5217
246	1539600	16192
247	1555792	8035
248	1563827	11431
249	1575258	19988
250	1595246	9235
251	1604481	18429
252	1622910	2254
253	1625164	13018
254	1638182	10747
255	1648929	6977
256	1655906	24110
257	1680016	24083
258	1704099	7377
259	1711476	12591
260	1724067	207
261	1724274	212
262	1724486	204
263	1724690	217
264	1724907	231
265	1725138	229
266	1725367	209
267	1725576	231
268	1725807	217
269	1726024	223
270	1726247	4459
271	1730706	11828
272	1742534	13901
273	1756435	3580
274	1760015	1703
275	1761718	606
276	1762324	13921
277	1776245	13446
278	1789691	7534
279	1797225	29566
280	1826791	11143
281	1837934	12662
282	1850596	1197
283	1851793	5644
284	1857437	4147
285	1861584	5178
286	1866762	18813
287	1885575	5517
288	1891092	5418
289	1896510	17794
290	1914304	6374
291	1920678	9968
292	1930646	7901
293	1938547	4340
294	1942887	6780
295	1949667	6234
296	1955901	3194
297	1959095	2551
298	1961646	1582
299	1963228	4016
300	1967244	3256
301	1970500	3844
302	1974344	2985
303	1977329	28742
304	2006071	7248
305	2013319	6266
306	2019585	1761
307	2021346	1796
308	2023142	1540
309	2024682	1221
310	2025903	6474
311	2032377	14288
312	2046665	14160
313	2060825	791
314	2061616	455
315	2062071	299
316	2062370	4136
317	2066506	2281
318	2068787	2728
319	2071515	4187
320	2075702	8816
321	2084518	5427
322	2089945	243
323	2090188	3284
324	2093472	8599
325	2102071	2746
326	2104817	2398
327	2107215	4309
328	2111524	1987
329	2113511	2684
330	2116195	2115
331	2118310	1417
332	2119727	6597
333	2126324	3274
334	2129598	21044
335	2150642	4874
336	2155516	1608
337	2157124	7384
338	2164508	301
339	2164809	36387
340	2201196	6012
341	2207208	4572
342	2211780	5063
343	2216843	2886
344	2219729	1978
345	2221707	10466
346	2232173	2319
347	2234492	4610
348	2239102	7468
349	2246570	5643
350	2252213	6343
351	2258556	5644
352	2264200	7716
353	2271916	10132
354	2282048	11126
355	2293174	13454
356	2306628	817
357	2307445	1405
358	2308850	825
359	2309675	1480
360	2311155	813
361	2311968	826
362	2312794	1421
363	2314215	1429
364	2315644	1533
365	2317177	1544
366	2318721	870
367	2319591	1488
368	2321079	873
369	2321952	1496
370	2323448	1399
371	2324847	861
372	2325708	1424
373	2327132	862
374	2327994	867
375	2328861	1509
376	2330370	1507
377	2331877	1468
378	2333345	811
379	2334156	830
380	2334986	1426
381	2336412	862
382	2337274	1422
383	2338696	1404
384	2340100	1438
385	2341538	1420
386	2342958	1412
387	2344370	813
388	2345183	1473
389	2346656	1482
390	2348138	1356
391	2349494	1451
392	2350945	1497
393	2352442	814
394	2353256	1461
395	2354717	1683
396	2356400	1411
397	2357811	1469
398	2359280	1439
399	2360719	1427
400	2362146	1367
401	2363513	1374
402	2364887	878
403	2365765	1512
404	2367277	827
405	2368104	820
406	2368924	846
407	2369770	809
408	2370579	1531
409	2372110	819
410	2372929	820
411	2373749	1553
412	2375302	808
413	2376110	1460
414	2377570	1449
415	2379019	825
