1	0	10025
2	10025	18608
3	28633	11780
4	40413	12152
5	52565	9372
6	61937	8841
7	70778	7146
8	77924	13988
9	91912	16547
10	108459	14694
11	123153	14200
12	137353	21569
13	158922	21126
14	180048	15190
15	195238	17980
16	213218	4806
17	218024	8192
18	226216	10034
19	236250	1299
20	237549	7506
21	245055	16472
22	261527	6766
23	268293	8751
24	277044	5354
25	282398	2684
26	285082	1428
27	286510	3826
28	290336	3717
29	294053	1495
30	295548	9732
31	305280	12148
32	317428	8343
33	325771	3521
34	329292	4868
35	334160	2086
36	336246	2831
37	339077	3179
38	342256	24374
39	366630	2008
40	368638	2942
41	371580	1148
42	372728	2165
43	374893	17661
44	392554	14923
45	407477	3831
46	411308	5007
47	416315	8048
48	424363	4643
49	429006	3496
50	432502	3933
51	436435	5044
52	441479	2247
53	443726	1885
54	445611	2501
55	448112	4301
56	452413	3295
57	455708	3167
58	458875	4246
59	463121	2806
60	465927	8381
61	474308	5951
62	480259	8263
63	488522	26664
64	515186	12003
65	527189	15357
66	542546	40210
67	582756	32903
68	615659	4946
69	620605	15284
70	635889	23274
71	659163	248
72	659411	248
73	659659	278
74	659937	237
75	660174	302
76	660476	230
77	660706	239
78	660945	221
79	661166	228
80	661394	242
81	661636	254
82	661890	215
83	662105	215
84	662320	272
85	662592	236
86	662828	198
87	663026	236
88	663262	233
89	663495	263
90	663758	266
91	664024	3618
92	667642	2560
93	670202	5100
94	675302	3699
95	679001	3789
96	682790	4819
97	687609	3706
98	691315	3285
99	694600	4536
100	699136	2809
101	701945	16353
102	718298	5331
103	723629	2307
104	725936	4280
105	730216	8600
106	738816	12563
107	751379	3003
108	754382	9137
109	763519	4454
110	767973	12613
111	780586	10186
112	790772	5416
113	796188	1955
114	798143	6970
115	805113	6437
116	811550	3941
117	815491	7840
118	823331	14081
119	837412	4548
120	841960	5636
121	847596	2121
122	849717	4164
123	853881	3893
124	857774	2855
125	860629	3126
126	863755	9384
127	873139	4565
128	877704	2881
129	880585	2377
130	882962	9633
131	892595	4697
132	897292	6058
133	903350	7129
134	910479	5263
135	915742	3590
136	919332	3727
137	923059	17359
138	940418	2393
139	942811	4424
140	947235	5851
141	953086	2491
142	955577	6471
143	962048	3572
144	965620	4914
145	970534	16100
146	986634	2569
147	989203	3201
148	992404	5181
149	997585	8953
150	1006538	7043
151	1013581	8779
152	1022360	21614
153	1043974	17847
154	1061821	5377
155	1067198	5079
156	1072277	3952
157	1076229	7025
158	1083254	5856
159	1089110	2691
160	1091801	5036
161	1096837	10046
162	1106883	4486
163	1111369	4630
164	1115999	8053
165	1124052	5594
166	1129646	2394
167	1132040	4457
168	1136497	8175
169	1144672	3919
170	1148591	11529
171	1160120	8876
